,Date,Open,High,Low,Close,Volume,fast,slow,signal
1748,1629569100000,49531.98,49549.99,49313.09,49386.29,3371.692,49544.9887118497,49470.1995816612,0
1749,1629569400000,49386.29,49482.77,49384.59,49459,1034.658,49534.2401228685,49469.4770280056,0
1750,1629569700000,49459,49466.69,49378.01,49420.98,668.544,49520.0826075099,49466.3481874891,0
1751,1629570000000,49420.98,49447.63,49361.22,49415.88,732.142,49507.0572815712,49463.0921753931,0
1752,1629570300000,49415.89,49447.79,49381,49397.08,513.373,49493.3101213748,49458.8333253677,0
1753,1629570600000,49397.09,49494.67,49300,49473.93,1688.698,49490.887606203,49459.8073043762,0
1754,1629570900000,49473.94,49534.63,49421,49532.49,716.195,49496.0879054276,49464.4965105455,0
1755,1629571200000,49530.02,49587.48,49485.6,49537.7,799.428,49501.2894172491,49469.2193163168,0
1756,1629571500000,49537.71,49588.89,49530.01,49557.67,487.091,49508.336990093,49474.9258120383,0
1757,1629571800000,49557.66,49560,49473.19,49481.41,557.525,49504.9711163314,49475.3441467455,0
1758,1629572100000,49481.4,49535,49464.81,49476.99,359.414,49501.47347679,49475.4503308264,0
1759,1629572400000,49476.99,49494.05,49368.05,49405.15,828.994,49489.4330421912,49470.9148256118,0
1760,1629572700000,49405.15,49415.31,49324.39,49341.49,658.666,49470.9401619173,49462.5648368627,0
1761,1629573000000,49341.49,49380.12,49195,49291.85,2018.973,49448.5538916777,49451.5509764199,1
1762,1629573300000,49291.69,49307.42,49088.04,49145.86,2427.031,49410.7171552179,49431.8289779412,0
1763,1629573600000,49145.85,49146.54,48771.54,48936.01,5473.904,49351.3787608157,49399.8406567837,0
1764,1629573900000,48936.01,49159.72,48918.07,49155.37,2005.453,49326.8776657137,49384.0683563461,0
1765,1629574200000,49155.48,49244.19,49080,49225.04,1538.978,49314.1479574995,49373.8084623882,0
1766,1629574500000,49225.04,49233.46,49140,49171.82,864.787,49296.3569628121,49360.7769486858,0
1767,1629574800000,49171.81,49171.81,48950,48964.19,1558.935,49254.8360924606,49335.1906939319,0
1768,1629575100000,48966.57,49089.75,48961.72,49004.92,1406.183,49223.596580903,49313.8829072266,0
1769,1629575400000,49004.92,49049.36,48889.5,48936.97,739.921,49187.7682582901,49289.56594547,0
1770,1629575700000,48936.96,48999.94,48873.07,48999.94,1217.669,49164.2897260039,49270.880400601,0
1771,1629576000000,48999.94,49190,48970.35,49109.98,1528.059,49157.5010102534,49260.4997295945,0
1772,1629576300000,49109.98,49167.52,48959.29,48959.29,973.608,49132.7246339717,49241.0668438142,0
1773,1629576600000,48959.28,48976.58,48865.03,48916.58,1451.19,49105.7065547252,49220.1322087294,0
1774,1629576900000,48916.57,49062.42,48916.57,48992.45,914.521,49091.5494853846,49205.4430339727,0
1775,1629577200000,48992.45,49062.85,48925.05,48973.37,659.553,49076.7770497115,49190.470580168,0
1776,1629577500000,48973.95,48982.71,48895.08,48943.4,644.419,49060.1049184976,49174.5305427378,0
1777,1629577800000,48943.39,49098.56,48937.39,49085.42,873.835,49063.2693036854,49168.7814754644,0
1778,1629578100000,49085.41,49122.48,49015.81,49051.81,816.585,49061.8368907247,49161.2349286602,0
1779,1629578400000,49051.8,49091.94,49001,49089.4,509.108,49065.2822793841,49156.6004171338,0
1780,1629578700000,49089.4,49128.52,49010.28,49020.48,668.493,49059.6819944611,49147.818454738,0
1781,1629579000000,49020.48,49054.09,48932.63,48952.54,748.775,49046.2892451535,49135.2198447549,0
1782,1629579300000,48954.9,49021.83,48931.69,49014.95,449.799,49042.3718395093,49127.460499932,0
1783,1629579600000,49014.95,49040.99,48917.24,48929.11,576.09,49028.2141095706,49114.6636934848,0
1784,1629579900000,48929.12,49031.69,48929.12,49030.38,602.036,49028.4848458743,49109.2260358406,0
1785,1629580200000,49030.38,49088,49011.65,49087.14,499.598,49035.81674014,49107.8011303025,0
1786,1629580500000,49087.13,49238.44,49082.67,49151.81,1351.868,49050.3158976225,49110.6404122185,0
1787,1629580800000,49151.81,49166.19,49086.67,49126.14,518.508,49059.7939104197,49111.6403856237,0
1788,1629581100000,49126.14,49159.68,49065,49143.5,491.667,49070.2571716172,49113.6958446158,0
1789,1629581400000,49143.5,49282,49142.65,49183.6,849.775,49084.4250251651,49118.2057901244,0
1790,1629581700000,49183.55,49183.55,49119.02,49141.94,362.281,49091.6143970194,49119.7370294712,0
1791,1629582000000,49141.94,49171.79,49095.36,49131.17,376.561,49096.558847392,49120.4746404731,0
1792,1629582300000,49131.17,49249,49131.16,49170,511.422,49105.738991468,49123.6698249587,0
1793,1629582600000,49170,49242.85,49169.99,49189.42,517.416,49116.1991175345,49127.9117717356,0
1794,1629582900000,49189.41,49247.88,49160,49162.46,404.131,49121.9817278427,49130.1406896881,0
1795,1629583200000,49162.47,49282,49161.6,49224.7,433.592,49134.8215118624,49136.2412903534,0
1796,1629583500000,49224.7,49270,49180.78,49233.28,573.707,49147.1288228796,49142.5018522661,2
1797,1629583800000,49233.29,49359.16,49196.23,49275.36,1046.707,49163.1577200196,49151.0733456683,0
1798,1629584100000,49275.35,49380,49275.35,49340.56,931.964,49185.3330050172,49163.298291109,0
1799,1629584400000,49340.56,49352.85,49264.11,49277.66,740.902,49196.87387939,49170.6764658762,0
1800,1629584700000,49277.65,49369.81,49277.65,49310.82,508.833,49211.1171444663,49179.7179842067,0
1801,1629585000000,49310.82,49399.06,49310.76,49323.62,564.987,49225.180001408,49189.0019852257,0
1802,1629585300000,49323.61,49365,49275.83,49317.09,621.353,49236.668751232,49197.2657281143,0
1803,1629585600000,49317.09,49360,49174.98,49255.31,846.042,49238.998907328,49201.0105198489,0
1804,1629585900000,49255.32,49380,49250.83,49371,597.518,49255.499043912,49211.9775830844,0
1805,1629586200000,49373.38,49389,49290,49290,492.028,49259.811663423,49217.0112874016,0
1806,1629586500000,49290,49385,49287.6,49359.58,389.709,49272.2827054951,49226.2092688595,0
1807,1629586800000,49359.58,49418,49314.16,49324.72,702.676,49278.8373673082,49232.5647999009,0
1808,1629587100000,49324.73,49416.68,49324.72,49386,441.757,49292.2326963947,49242.4638450685,0
1809,1629587400000,49386,49415.46,49317.52,49317.53,522.924,49295.3948593454,49247.3068228061,0
1810,1629587700000,49317.52,49346,49215.51,49275.6,934.406,49292.9205019272,49249.1321890766,0
1811,1629588000000,49275.61,49319.21,49205.29,49211.22,756.416,49282.7079391863,49246.6862413943,0
1812,1629588300000,49207.47,49250,49132.33,49167.24,976.727,49268.274446788,49241.5606774333,0
1813,1629588600000,49167.23,49219.24,48957.92,49011.67,1773.344,49236.1988909395,49226.7290208247,0
1814,1629588900000,49011.68,49073.69,48922.07,48950,1130.954,49200.4240295721,49208.8755356102,1
1815,1629589200000,48950,49043.71,48946.15,49010,871.051,49176.6210258756,49196.0448558935,0
1816,1629589500000,49009.99,49070.63,48960,48972.71,676.076,49151.1321476411,49181.6361555132,0
1817,1629589800000,48972.71,49046.11,48967.74,48974.09,390.191,49129.001879186,49168.246080964,0
1818,1629590100000,48974.08,49017.9,48838.29,48848.29,1177.166,49093.9128942877,49147.6037531599,0
1819,1629590400000,48846.11,48899.82,48660.67,48837.86,3217.391,49061.9062825018,49127.6202852141,0
1820,1629590700000,48837.86,49026.56,48817.87,48998.71,1849.644,49054.006747189,49119.3034926196,0
1821,1629591000000,48998.7,48998.7,48883.79,48897.73,762.972,49034.4721537904,49105.0084285796,0
1822,1629591300000,48897.73,48897.73,48755,48755.59,1022.873,48999.6118845666,49082.4653041551,0
1823,1629591600000,48755.59,48896.86,48755.58,48866.29,670.047,48982.9466489958,49068.5185103387,0
1824,1629591900000,48866.28,48981.15,48849.39,48929,1224.188,48976.2033178713,49059.5173161233,0
1825,1629592200000,48929,49030,48929,49005.53,817.631,48979.8691531374,49056.0342634702,0
1826,1629592500000,49005.53,49064.06,48912.06,48925,866.714,48973.0105089952,49047.5804400205,0
1827,1629592800000,48925.01,48987.85,48917.26,48981.54,406.489,48974.0766953708,49043.3197664708,0
1828,1629593100000,48981.53,49029,48855,48857.33,683.505,48959.4833584495,49031.3204266985,0
1829,1629593400000,48857.33,48947,48845.65,48924.85,495.206,48955.1541886433,49024.4513669115,0
1830,1629593700000,48924.85,49039.42,48915.15,48985.27,492.431,48958.9186650629,49021.9235367881,0
1831,1629594000000,48985.27,49000.67,48898.83,48898.83,424.889,48951.40758193,49013.9820182857,0
1832,1629594300000,48898.84,49019.96,48888,48933.01,609.668,48949.1078841888,49008.758017106,0
1833,1629594600000,48933,48978,48900.94,48918.44,438.108,48945.2743986652,49002.9310482604,0
1834,1629594900000,48918.44,49010,48907.02,49009.99,498.49,48953.363848832,49003.3864645017,0
1835,1629595200000,49009.99,49025.5,48930,48981.07,504.224,48956.827117728,49001.9466925983,0
1836,1629595500000,48981.07,49062.39,48974.48,49055.68,510.128,48969.183728012,49005.413357592,0
1837,1629595800000,49055.93,49144,49046.97,49135.65,1142.349,48989.9920120105,49013.8157216183,0
1838,1629596100000,49135.64,49172.89,49078.86,49142.76,1053.151,49009.0880105092,49022.1347073204,0
1839,1629596400000,49142.75,49170,49130.3,49133.72,452.359,49024.6670091956,49029.333758461,0
1840,1629596700000,49133.71,49176.44,49074.59,49094.57,739.287,49033.4048830461,49033.5425482377,0
1841,1629597000000,49094.56,49130,49080.09,49082.07,394.053,49039.4880226654,49036.6733515772,2
1842,1629597300000,49082.06,49169.03,49063.07,49063.08,717.922,49042.4370198322,49038.3770063142,0
1843,1629597600000,49063.08,49085.79,49007.45,49030.79,799.998,49040.9811423532,49037.8875220358,0
1844,1629597900000,49030.79,49069.97,49022.8,49060.16,301.027,49043.378499559,49039.324456098,0
1845,1629598200000,49060.16,49067.46,48950,48989.39,566.441,49036.6299371141,49036.1028782853,0
1846,1629598500000,48989.39,49022.5,48925.02,48978.01,518.984,49029.3024449749,49032.3549506539,1
1847,1629598800000,48978,48978,48888.58,48947.86,633.644,49019.122139353,49026.903663515,0
1848,1629599100000,48947.87,48956.01,48880.76,48902.67,506.878,49004.5656219339,49018.8885884495,0
1849,1629599400000,48902.66,48902.66,48834.94,48855.94,689.846,48985.9874191922,49008.3757762915,0
1850,1629599700000,48855.93,48857.09,48800.6,48804.81,681.583,48963.3402417931,48995.2425004017,0
1851,1629600000000,48804.8,48867.8,48774.68,48784.68,938.869,48941.007711569,48981.6578229564,0
1852,1629600300000,48780.77,48847.46,48770.13,48844.99,733.632,48929.0054976229,48972.840544056,0
1853,1629600600000,48845,48905.95,48841.35,48905.95,759.705,48926.12356042,48968.5250250846,0
1854,1629600900000,48905.96,48930,48855.81,48860.01,533.914,48917.8593653675,48961.5240557243,0
1855,1629601200000,48860.01,48866.41,48792.9,48835.31,753.746,48907.5406946966,48953.3812134196,0
1856,1629601500000,48835.32,48926,48835.32,48888.04,611.273,48905.1031078595,48949.1656512634,0
1857,1629601800000,48892.83,48892.83,48815,48834.45,446.083,48896.2714693771,48941.7646415045,0
1858,1629602100000,48834.45,48888,48829.49,48850.6,389.286,48890.5625357049,48935.88305173,0
1859,1629602400000,48850.6,48854.52,48760,48825.79,688.331,48882.4659687418,48928.7802741991,0
1860,1629602700000,48825.79,48831.83,48670,48702.45,1399.179,48859.9639726491,48914.1783210249,0
1861,1629603000000,48702.44,48778,48616.41,48763.25,1681.654,48847.874726068,48904.4410099911,0
1862,1629603300000,48763.25,48810.97,48737.01,48737.1,719.644,48834.0278853095,48893.6448157981,0
1863,1629603600000,48737.1,48795.19,48680.63,48793.99,680.037,48829.0231496458,48887.2154728434,0
1864,1629603900000,48793.99,48864.77,48750,48820,706.983,48827.89525594,48882.8789907244,0
1865,1629604200000,48820.01,48820.01,48740,48765.46,402.085,48820.0908489475,48875.303571968,0
1866,1629604500000,48765.46,48886,48762,48809.18,728.22,48818.7269928291,48871.0375350669,0
1867,1629604800000,48809.19,48897.27,48809.18,48880,646.552,48826.3861187255,48871.6157586109,0
1868,1629605100000,48879.99,48956.44,48852.32,48932.58,855.348,48839.6603538848,48875.5489354747,0
1869,1629605400000,48932.58,48955.18,48872.03,48894.57,663.991,48846.5240596492,48876.776100928,0
1870,1629605700000,48894.56,48934.05,48872.99,48928.11,452.329,48856.722302193,48880.0879653842,0
1871,1629606000000,48928.1,48968,48908.28,48931.2,527.082,48866.0320144189,48883.3855160046,0
1872,1629606300000,48931.2,48952.99,48901.36,48911.38,579.952,48871.7005126165,48885.1916117463,0
1873,1629606600000,48911.39,48935,48840,48889.99,622.604,48873.9866985395,48885.501185182,0
1874,1629606900000,48889.99,48922,48860,48874.18,307.726,48874.010861222,48884.770786138,0
1875,1629607200000,48874.18,48914.4,48855,48860.91,392.509,48872.3732535693,48883.2313805807,0
1876,1629607500000,48860.92,48939.55,48833.35,48927.98,454.105,48879.3240968731,48886.1183882852,0
1877,1629607800000,48927.98,48997,48910,48982.63,701.329,48892.237334764,48892.3449438797,0
1878,1629608100000,48982.64,49166.25,48982.63,49144.41,2467.228,48923.7589179185,48908.6072055649,2
1879,1629608400000,49144.4,49299.9,49144.4,49199.53,2820.848,48958.2303031787,48927.3764181091,0
1880,1629608700000,49199.53,49204.35,49080.57,49108.95,1271.703,48977.0702652813,48939.0908427472,0
1881,1629609000000,49108.7,49114.5,49065.4,49114.5,515.585,48994.2489821212,48950.4075625699,0
1882,1629609300000,49114.5,49139.84,49032.77,49049.13,1041.629,49001.109109356,48956.7767520816,0
1883,1629609600000,49049.12,49076.36,48975.95,48988.79,1293.771,48999.5692206865,48958.842122915,0
1884,1629609900000,48988.79,49064.07,48988.79,49034.58,417.404,49003.9455681007,48963.7284375657,0
1885,1629610200000,49034.58,49139.13,49000,49077.68,591.861,49013.1623720881,48971.0801512711,0
1886,1629610500000,49077.38,49109.31,49035.96,49071.97,395.979,49020.5133255771,48977.5891737697,0
1887,1629610800000,49071.97,49120,49050,49113.36,305.716,49032.11915988,48986.3485819136,0
1888,1629611100000,49113.36,49150,49074,49122.89,532.645,49043.465514895,48995.1577056611,0
1889,1629611400000,49122.89,49180,49091.42,49145.54,552.941,49056.2248255331,49004.8597891669,0
1890,1629611700000,49145.55,49190.91,49109.98,49153.8,621.99,49068.4217223415,49014.4688350271,0
1891,1629612000000,49154.99,49244,49154.99,49190.11,1100.51,49083.6327570488,49025.8005230898,0
1892,1629612300000,49190.1,49190.11,49100.53,49109.65,556.666,49086.8849124177,49031.2101667615,0
1893,1629612600000,49109.64,49168.43,49068.4,49142.5,652.984,49093.8367983655,49038.3901560027,0
1894,1629612900000,49142.5,49264,49139.25,49246.85,1042.12,49112.9634485698,49051.839178196,0
1895,1629613200000,49246.84,49292.99,49190.01,49207.28,1064.802,49124.7530174986,49061.8676183124,0
1896,1629613500000,49207.37,49214.69,49164.03,49170.33,499.128,49130.4501403112,49068.8651913245,0
1897,1629613800000,49170.33,49246.35,49160.22,49223.61,492.697,49142.0951227723,49078.8487273681,0
1898,1629614100000,49223.6,49271.92,49200,49236.7,568.108,49153.9207324258,49089.0326804411,0
1899,1629614400000,49236.7,49292.07,49219,49274.99,660.938,49169.0543908726,49101.0299268643,0
1900,1629614700000,49274.98,49281,49195,49241.51,494.388,49178.1113420135,49110.0931573892,0
1901,1629615000000,49241.51,49264.4,49210.1,49216.34,337.442,49182.8899242618,49116.9477923963,0
1902,1629615300000,49216.34,49233,49177.27,49185.3,446.974,49183.1911837291,49121.3576122417,0
1903,1629615600000,49184.76,49249.99,49183.06,49195.06,440.362,49184.674785763,49126.1126050003,0
1904,1629615900000,49195.07,49277.44,49182.41,49217.58,668.544,49188.7879375426,49132.0137272584,0
1905,1629616200000,49217.58,49225,49150.88,49150.88,444.684,49184.0494453498,49133.2309061449,0
1906,1629616500000,49150.88,49180,49113.14,49168.04,851.638,49182.048264681,49135.4766541356,0
1907,1629616800000,49168.04,49241.45,49167.87,49228.16,515.502,49187.8122315959,49141.4562248365,0
1908,1629617100000,49229.48,49250,49212.64,49233.42,442.7,49193.5132026464,49147.3893716213,0
1909,1629617400000,49233.42,49233.43,49160,49169.55,467.445,49190.5178023156,49148.8190895812,0
1910,1629617700000,49169.56,49220.01,49163.02,49179.36,269.869,49189.1230770262,49150.7894708985,0
1911,1629618000000,49179.37,49232.1,49179.36,49182.01,266.522,49188.2339423979,49152.8036985825,0
1912,1629618300000,49182.02,49199.83,49150,49175.91,402.77,49186.6934495982,49154.2944277062,0
1913,1629618600000,49173.97,49262,49173.96,49252.72,647.422,49194.9467683984,49160.6444646284,0
1914,1629618900000,49252.72,49265.19,49208.88,49212.4,360.114,49197.1284223486,49163.9835314266,0
1915,1629619200000,49212.4,49299,49184,49285.38,877.751,49208.159869555,49171.8155616571,0
1916,1629619500000,49285.37,49300,49255.95,49273.71,465.269,49216.3536358606,49178.3893963889,0
1917,1629619800000,49273.01,49276.76,49200.44,49204.18,500.065,49214.8319313781,49180.0533062993,0
1918,1629620100000,49204.18,49217.1,48928.57,48964.52,2584.118,49183.5429399558,49166.1479316993,0
1919,1629620400000,48964.52,49100,48964.52,49067.45,1509.983,49169.0313224613,49159.7803232026,0
1920,1629620700000,49067.45,49095.94,48979.28,49020.01,735.784,49150.4036571537,49150.762882996,1
1921,1629621000000,49020,49064.96,48970,49062.77,645.967,49139.4494500095,49145.0859228027,0
1922,1629621300000,49062.77,49127.09,49060.01,49125.58,426.862,49137.7157687583,49143.8274761703,0
1923,1629621600000,49125.59,49150,49080.11,49105,728.633,49133.6262976635,49141.3224777077,0
1924,1629621900000,49105,49151.58,49105,49119.99,379.171,49131.9217604556,49139.9461888233,0
1925,1629622200000,49119.99,49155,49051.71,49104.33,526.087,49128.4727903986,49137.6483701895,0
1926,1629622500000,49104.32,49104.32,49003.77,49037.56,480.214,49117.1086915988,49131.1910559838,0
1927,1629622800000,49037.55,49131.91,49032.03,49119.66,492.454,49117.4276051489,49130.447116888,0
1928,1629623100000,49119.66,49138.88,49070.99,49095.28,345.497,49114.6591545053,49128.1782706372,0
1929,1629623400000,49095.28,49106.35,49047.43,49055.47,397.437,49107.2605101922,49123.4874144671,0
1930,1629623700000,49055.47,49144.16,49051.7,49129,324.638,49109.9779464181,49123.8430651466,0
1931,1629624000000,49129.01,49185,49114.55,49174.99,632.538,49118.1044531159,49127.1428673952,0
1932,1629624300000,49175,49180.75,49118.47,49163.43,410.611,49123.7701464764,49129.4839727245,0
1933,1629624600000,49163.43,49190.3,49137.68,49138.64,389.168,49125.6288781668,49130.0746841617,0
1934,1629624900000,49138.63,49171.05,49100.37,49160.01,365.282,49129.926518396,49132.0059948609,0
1935,1629625200000,49160.01,49229.99,49140.01,49219.41,824.497,49141.1119535965,49137.6449629344,2
1936,1629625500000,49219.41,49250,49191.79,49250,652.764,49154.7229593969,49144.8936750032,0
1937,1629625800000,49249.99,49295,49240,49260.01,1136.904,49167.8838394723,49152.3205346804,0
1938,1629626100000,49260,49260.01,49210.77,49230,593.327,49175.6483595383,49157.3321130881,0
1939,1629626400000,49229.99,49255,49180.9,49187.98,706.235,49177.189814596,49159.3093961147,0
1940,1629626700000,49188.47,49199,49150.03,49188.77,529.793,49178.6373377715,49161.2100802363,0
1941,1629627000000,49188.76,49399,49180,49324.74,2666.984,49196.9001705501,49171.7603976404,0
1942,1629627300000,49324.74,49398.82,49295.15,49373.45,1413.044,49218.9688992313,49184.7726300507,0
1943,1629627600000,49373.45,49500,49350.07,49414.88,2781.061,49243.4577868274,49199.6182668216,0
1944,1629627900000,49414.87,49420,49350,49360.01,820.038,49258.026813474,49209.9661205751,0
1945,1629628200000,49360.01,49480,49360,49420.58,962.196,49278.3459617897,49223.554112796,0
1946,1629628500000,49420.58,49427,49275.17,49308.35,1440.268,49282.096466566,49229.0248151963,0
1947,1629628800000,49308.35,49328.96,49299.74,49316.09,553.393,49286.3456582453,49234.6419238933,0
1948,1629629100000,49316.09,49378.47,49268.54,49271.18,1082.98,49284.4499509646,49236.999219126,0
1949,1629629400000,49270.91,49282,49151,49169.02,1753.414,49270.021207094,49232.6134630534,0
1950,1629629700000,49169.03,49217.98,49120,49157.06,1182.157,49255.9010562073,49227.7390460822,0
1951,1629630000000,49157.06,49205,49110.12,49157.85,964.953,49243.6446741814,49223.2300753672,0
1952,1629630300000,49157.84,49172.33,49135.33,49162.28,444.816,49233.4740899087,49219.2978124403,0
1953,1629630600000,49162.29,49220,49146.62,49219.99,508.417,49231.7885786701,49219.3424697022,0
1954,1629630900000,49220,49249.66,49156.17,49240.25,673.697,49232.8462563363,49220.6913426246,0
1955,1629631200000,49240.25,49242.21,49200,49220.34,395.863,49231.2829742943,49220.6686753585,0
1956,1629631500000,49220.34,49247,49140,49190.9,565.864,49226.2351025075,49218.748115658,0
1957,1629631800000,49190.9,49213.63,49084.89,49091.47,875.731,49209.3894646941,49210.5366243252,1
1958,1629632100000,49091.43,49154.89,49056.03,49132.82,971.862,49199.8182816073,49205.5226485623,0
1959,1629632400000,49132.82,49158.71,49103.74,49149.66,349.372,49193.5484964064,49201.9186067196,0
1960,1629632700000,49150,49153.44,49110,49137.92,344.088,49186.5949343556,49197.7896643505,0
1961,1629633000000,49137.92,49151.65,49100,49113.09,494.221,49177.4068175612,49192.3251698763,0
1962,1629633300000,49113.1,49174,49081.95,49171.46,665.493,49176.663465366,49190.9790298843,0
1963,1629633600000,49171.46,49261.6,49061.03,49061.04,1501.259,49162.2105321953,49182.595866666,0
1964,1629633900000,49061.26,49109.86,48974,49007.74,1834.424,49142.9017156708,49171.3148430101,0
1965,1629634200000,49007.74,49040,48957,49037.48,1382.94,49129.724001212,49162.6803370094,0
1966,1629634500000,49038.71,49087,49003.95,49072.6,707.642,49122.5835010605,49156.8687023637,0
1967,1629634800000,49072.59,49072.94,49021.41,49049.56,385.254,49113.4555634279,49149.9455602757,0
1968,1629635100000,49049.57,49050,48984,49000.01,561.069,49099.2748679994,49140.2722983224,0
1969,1629635400000,49000,49042.47,48936.62,49041,1073.641,49091.9905094995,49133.8676339145,0
1970,1629635700000,49041.13,49070,48993.33,49018.4,804.872,49082.7916958121,49126.4181091458,0
1971,1629636000000,49018.4,49023.34,48856,48936.99,1658.183,49064.5664838356,49114.1969408139,0
1972,1629636300000,48937,49034.09,48921.31,48959.36,861.569,49051.4156733561,49104.2074607613,0
1973,1629636600000,48959.36,48968.03,48873.58,48939.06,1538.557,49037.3712141866,49093.5527858735,0
1974,1629636900000,48939.06,48979.44,48885,48897.4,665.873,49019.8748124133,49080.8977674301,0
1975,1629637200000,48897.41,48941.26,48830,48860,1526.882,48999.8904608616,49066.6462985636,0
1976,1629637500000,48860,48865,48805,48838.09,1146.392,48979.6654032539,49051.9007309143,0
1977,1629637800000,48838.1,48913.63,48830.69,48851.77,981.545,48963.6784778472,49038.9890708553,0
1978,1629638100000,48851.78,48898.38,48736,48757.99,3082.757,48937.9674181163,49020.8600985421,0
1979,1629638400000,48757.99,48832.47,48703.16,48828.98,1781.551,48924.3439908517,49008.4807373458,0
1980,1629638700000,48827.69,48986.92,48810.68,48983.2,1878.051,48931.7009919953,49006.8497220332,0
1981,1629639000000,48983.19,49064.28,48905.97,49007.51,2247.519,48941.1771179959,49006.8923206117,0
1982,1629639300000,49007.93,49007.93,48915,48930.01,958.68,48939.7812282464,49001.9321708948,0
1983,1629639600000,48930,48935.95,48805.09,48822.95,1159.918,48925.1773247156,48990.3849340629,0
1984,1629639900000,48822.95,48879.04,48732.94,48879.03,1351.361,48919.4089091261,48983.2007447685,0
1985,1629640200000,48879.04,48879.04,48748,48868.12,1222.233,48912.9977954854,48975.7761805899,0
1986,1629640500000,48868.12,48939.29,48844.21,48905.01,1035.913,48911.9993210497,48971.2106205519,0
1987,1629640800000,48905,48981.35,48855.16,48940.61,963.31,48915.5756559185,48969.2363869679,0
1988,1629641100000,48940.6,48966,48857.25,48857.67,545.686,48908.3374489287,48962.0385555506,0
1989,1629641400000,48859.51,48931.24,48807.23,48894.78,1096.177,48906.6427678126,48957.6992939022,0
1990,1629641700000,48894.43,48974.18,48857.04,48927.44,627.076,48909.242421836,48955.7470813923,0
1991,1629642000000,48927.44,48941.46,48877.09,48885.97,382.336,48906.3333691065,48951.2453342057,0
1992,1629642300000,48885.97,48898.96,48750.12,48816.93,1617.665,48895.1579479682,48942.5798287731,0
1993,1629642600000,48816.93,48816.93,48710.39,48714,1222.59,48872.5132044722,48927.8327430458,0
1994,1629642900000,48713.99,48743.17,48393,48645.04,7137.844,48844.0790539132,48909.5880499461,0
1995,1629643200000,48645.03,48697,48570,48660,1639.75,48821.069172174,48893.4855951108,0
1996,1629643500000,48660,48660,48444.36,48487.71,2607.929,48779.3992756523,48867.3065244585,0
1997,1629643800000,48490.68,48552.33,48325,48332.42,4987.121,48723.5268661957,48832.797716429,0
1998,1629644100000,48332.43,48440,48250.95,48290.01,5570.102,48669.3372579213,48797.7791540787,0
1999,1629644400000,48290.01,48415.82,48075.81,48364.01,7721.567,48631.1713506811,48769.794047364,0
2000,1629644700000,48364,48480,48337,48368.56,2186.784,48598.344931846,48743.9079797921,0
2001,1629645000000,48368.55,48435.99,48264.28,48401.77,2183.382,48573.7730653652,48721.834561741,0
2002,1629645300000,48401.78,48429.64,48273.09,48404.7,1809.731,48552.6389321946,48701.3742674351,0
2003,1629645600000,48404.69,48472.65,48385.5,48418.81,1900.706,48535.9103156703,48683.1443146974,0
2004,1629645900000,48418.82,48466.93,48398.22,48413.43,952.992,48520.6002762115,48665.7433911685,0
2005,1629646200000,48413.42,48540,48396.1,48514.99,1699.023,48519.898991685,48656.0173659318,0
2006,1629646500000,48515,48530,48465.05,48518.83,967.774,48519.7653677244,48647.1665681298,0
2007,1629646800000,48518.83,48530.72,48400.1,48509.87,1437.358,48518.5284467589,48638.3087250246,0
2008,1629647100000,48509.87,48530,48457.69,48474.59,532.56,48513.036140914,48627.7462266359,0
2009,1629647400000,48474.59,48525,48450.57,48452.27,691.166,48505.4403732998,48616.4251797562,0
2010,1629647700000,48452.28,48550,48426.41,48549.78,1042.316,48510.9828266373,48612.1254907397,0
2011,1629648000000,48550,48569,48433.5,48552,1468.162,48516.1099733076,48608.246426821,0
2012,1629648300000,48551.99,48564.5,48489.94,48503.16,631.793,48514.4912266442,48601.4666573487,0
2013,1629648600000,48503.16,48504.72,48372,48500,1368.52,48512.6798233137,48594.9204213907,0
2014,1629648900000,48500.01,48517.79,48389.81,48445.91,888.665,48504.3335953994,48585.3068458171,0
2015,1629649200000,48445.91,48666.04,48443.85,48608.73,2023.831,48517.3831459745,48586.8180170547,0
2016,1629649500000,48608.72,48748.87,48582.89,48717.64,2477.376,48542.4152527277,48595.2581449867,0
2017,1629649800000,48717.64,48830,48668.14,48824.98,2509.865,48577.7358461367,48610.0789098262,0
2018,1629650100000,48824.99,48863,48751.46,48788.91,1984.525,48604.1326153696,48621.6163995149,0
2019,1629650400000,48788.91,48799.93,48713.93,48759.97,840.47,48623.6122884484,48630.5424382558,0
2020,1629650700000,48759.98,48759.98,48639,48639,978.225,48625.5357523924,48631.0880874006,0
2021,1629651000000,48639,48763.03,48580,48580.01,2325.449,48619.8450333433,48627.7927269232,0
2022,1629651300000,48580,48700,48580,48652.98,932.153,48623.9869041754,48629.417712283,0
2023,1629651600000,48652.97,48714.71,48617.98,48633.01,866.853,48625.1147911535,48629.6494727808,0
2024,1629651900000,48633,48715.85,48628.79,48684.63,505.914,48632.5541922593,48633.1966035692,0
2025,1629652200000,48684.63,48789,48680.16,48767.91,614.904,48649.4736682269,48641.8877904357,2
2026,1629652500000,48767.9,48798.95,48683.2,48685.02,781.102,48653.9169596985,48644.6705136334,0
2027,1629652800000,48685.03,48727.29,48561.03,48585.03,1142.977,48645.3060897362,48640.8227385603,0
2028,1629653100000,48585,48679.11,48523.35,48644.34,1019.281,48645.1853285192,48641.0496586531,0
